date,ticker,direction,score,confidence,price_at_rec,entry_stock,stop_stock,tp1_stock,tp2_stock,tp3_stock,expiry,premium,strike,iv,dte_num,rec_kind,entry_chased,setup_pct,wait_tier,scanned_at,premium_quality,premium_quality_note,bs_fair_price,opt_bid,opt_ask,spread_pct,oi,tp1_rr_live,chase_pct,spy_regime,rec_note,telegram_sent,telegram_sent_at,telegram_kind,entry_hit,entry_hit_date,exit_date,exit_stock,exit_premium,exit_premium_source,status,result_pct,option_pnl_pct,days_to_entry,days_held,mfe_pct,mae_pct,hold_expiry_pct,expiry_premium,expiry_premium_source,option_pnl_expiry_pct,data_quality,data_quality_note
2026-08-03,SPY,CALL,18,78,$751.88,749.22,747.11,754.57,761.33,769.78,2026-08-07,2.32,755.0,0.1066,4.0,,,,,,,,,,,,,,,,,,,,True,2026-08-03,2026-08-03,754.57,3.3635,estimate,tp1_hit,0.71,44.98,0.0,0.0,1.25,0.06,3.21,18.26,intrinsic,687.07,partial,سعر عقد تقديري — للمراجعة فقط
2026-08-03,NVDA,CALL,20,69,$201.78,199.33,197.49,204.59,207.74,211.42,2026-08-07,2.38,202.5,0.2846,4.0,,,,,,,,,,,,,,,,,,,,True,2026-08-03,2026-08-03,204.59,3.6809,estimate,tp1_hit,2.64,54.66,0.0,0.0,4.72,1.24,12.36,21.46,intrinsic,801.68,partial,سعر عقد تقديري — للمراجعة فقط
2026-08-03,CRWV,CALL,19,75,79.96,79.96,78.12,82.53,85.19,88.88,2026-08-07,2.29,80.0,0.5693,4.0,,,,,,,,,,,,,,,,,,,,True,2026-08-03,2026-08-03,82.53,3.4866,estimate,tp1_hit,3.21,52.25,0.0,0.0,7.8,12.59,13.39,10.67,intrinsic,365.94,partial,سعر عقد تقديري — للمراجعة فقط
2026-08-03,SMCI,CALL,17,59,$28.20,28.2,27.55,29.04,29.88,30.96,2026-08-07,1.17,28.0,0.8672,4.0,,,,,,,,,,,,,,,,,,,,True,2026-08-03,2026-08-04,29.04,1.5169,estimate,tp1_hit,2.98,29.65,0.0,1.0,12.91,2.7,10.39,3.13,intrinsic,167.52,partial,سعر عقد تقديري — للمراجعة فقط
2026-08-03,KORU,CALL,17,59,15.02,15.02,14.19,16.18,17.74,19.4,2026-08-07,1.9,15.0,2.75,4.0,,,,,,,,,,,,,,,,,,,,True,2026-08-03,2026-08-04,16.18,2.2107,estimate,tp1_hit,7.72,16.35,0.0,1.0,30.23,10.65,15.58,2.36,intrinsic,24.21,partial,سعر عقد تقديري — للمراجعة فقط
2026-08-03,BMY,CALL,13,61,64.97,64.24,63.76,65.56,68.1,70.0,2026-08-07,1.1,65.0,0.3755,4.0,,,,,,,,,,,,,,,,,,,,True,2026-08-03,2026-08-04,65.56,1.2114,estimate,tp1_hit,2.05,10.13,0.0,1.0,6.01,0.58,0.75,0.0,intrinsic,-100.0,partial,سعر عقد تقديري — للمراجعة فقط
2026-08-04,SPY,CALL,19,81,$757.67,750.64,748.42,766.56,773.67,782.56,2026-08-07,2.58,760.0,0.0078,3.0,,,,,,,,,,,,,,,,,,,,True,2026-08-04,2026-08-04,766.56,14.8255,estimate,tp1_hit,2.12,474.63,0.0,0.0,3.03,0.0,3.01,13.26,intrinsic,413.95,partial,سعر عقد تقديري — للمراجعة فقط
2026-08-04,KORU,CALL,22,76,18.0,18.0,17.15,19.19,20.49,22.2,2026-08-07,1.09,18.0,0.25,3.0,,,,,,,,,,,,,,,,,,,,True,2026-08-04,2026-08-05,19.19,1.1952,estimate,tp1_hit,6.61,9.65,0.0,1.0,8.67,2.22,-3.56,0.0,intrinsic,-100.0,partial,سعر عقد تقديري — للمراجعة فقط
2026-08-04,SQQQ,CALL,22,79,$41.43,41.43,40.72,42.43,44.01,45.43,2026-08-07,1.19,41.5,0.0078,3.0,,,,,,,,,,,,,,,,,,,,True,2026-08-03,2026-08-04,40.72,0.2897,estimate,stop_hit,-1.71,-75.66,0.0,1.0,6.59,10.91,-9.73,0.0,intrinsic,-100.0,partial,سعر عقد تقديري — للمراجعة فقط
2026-08-04,SMCI,CALL,22,85,$28.64,28.64,28.04,29.49,30.94,32.28,2026-08-07,1.26,28.5,0.0,3.0,,,,,,,,,,,,,,,,,,,,True,2026-08-04,2026-08-04,29.49,1.098,estimate,tp1_hit,2.97,-12.86,0.0,0.0,11.17,0.0,8.69,2.63,intrinsic,108.73,partial,سعر عقد تقديري — للمراجعة فقط
2026-08-04,DRAM,CALL,22,76,53.92,53.92,52.61,55.6,58.51,60.91,2026-08-07,2.7,54.0,1.1982,3.0,,,,,,,,,,,,,,,,,,,,True,2026-08-04,2026-08-06,52.61,0.7547,estimate,stop_hit,-2.43,-72.05,0.0,2.0,2.82,9.51,-6.16,0.0,intrinsic,-100.0,partial,سعر عقد تقديري — للمراجعة فقط
2026-08-04,TQQQ,CALL,18,75,72.27,70.82,69.5,73.02,74.85,77.02,2026-08-07,1.82,72.5,0.6279,3.0,,,,,,,,,,,,,,,,,,,,True,2026-08-04,2026-08-04,73.02,1.9422,estimate,tp1_hit,3.11,6.71,0.0,0.0,6.48,0.96,5.15,1.97,intrinsic,8.24,partial,سعر عقد تقديري — للمراجعة فقط
2026-08-04,NVDA,CALL,26,94,$211.85,209.43,207.51,212.55,218.7,226.39,2026-08-07,2.85,212.5,0.3567,3.0,,,,,,,,,,,,,,,,,,,,True,2026-08-04,2026-08-05,212.55,2.2946,estimate,tp1_hit,1.49,-19.49,0.0,1.0,6.11,0.18,6.94,11.46,intrinsic,302.11,partial,سعر عقد تقديري — للمراجعة فقط
2026-08-04,SPY,CALL,20,84,$771.75,761.0,758.6,781.36,789.05,798.66,2026-08-07,2.56,776.0,0.1348,3.0,,,,,,,,,,,,,,,,,,,,True,2026-08-04,2026-08-07,773.26,0.0,intrinsic,expired,1.61,-100.0,0.0,3.0,2.08,0.06,1.61,0.0,intrinsic,-100.0,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-05,KORU,CALL,17,59,18.41,18.41,17.58,19.58,20.75,22.25,2026-08-07,2.39,18.5,0.0,2.0,,,,,,,,,,,,,,,,,,,,True,2026-08-05,2026-08-06,17.58,0.0009,estimate,stop_hit,-4.51,-99.96,0.0,1.0,4.94,15.75,-5.7,0.0,intrinsic,-100.0,partial,سعر عقد تقديري — للمراجعة فقط
2026-08-05,KORU,CALL,20,69,18.16,18.16,17.33,19.33,20.5,22.2,2026-08-07,2.6,18.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,True,2026-08-05,2026-08-06,19.33,1.3326,estimate,tp1_hit,6.44,-48.75,0.0,1.0,6.39,14.59,-4.41,0.0,intrinsic,-100.0,partial,هدف سهم مع خسارة عقد تقديرية كبيرة
2026-08-05,SQQQ,PUT,17,62,$36.90,36.9,37.62,35.89,34.22,31.34,2026-08-07,1.11,37.0,0.8301,2.0,,,,,,,,,,,,,,,,,,,,True,2026-08-05,2026-08-05,37.62,0.6333,estimate,stop_hit,-1.95,-42.95,0.0,0.0,1.0,3.85,-1.36,0.0,intrinsic,-100.0,partial,سعر عقد تقديري — للمراجعة فقط
2026-08-05,UPST,CALL,21,88,31.24,31.24,30.81,32.0,32.8,33.86,2026-08-07,1.14,31.0,0.8789,2.0,,,,,,,,,,,,,,,,,,,,True,2026-08-05,2026-08-05,30.81,0.7146,estimate,stop_hit,-1.38,-37.32,0.0,0.0,11.04,4.13,-0.48,0.09,intrinsic,-92.11,partial,سعر عقد تقديري — للمراجعة فقط
2026-08-05,AMZN,CALL,22,91,$271.61,271.61,269.08,275.15,281.07,287.2,2026-08-07,2.62,272.5,0.3152,2.0,,,,,,,,,,,,,,,,,,,,True,2026-08-05,2026-08-06,275.15,3.4572,estimate,tp1_hit,1.3,31.95,0.0,1.0,4.12,0.32,1.06,1.98,intrinsic,-24.43,partial,سعر عقد تقديري — للمراجعة فقط
2026-08-06,IONQ,CALL,15,62,40.44,40.44,39.29,41.9,45.45,48.21,2026-08-07,2.0,40.5,0.0625,1.0,,,,,,,,,,,,,,,,,,,,True,2026-08-06,2026-08-07,41.9,1.4,intrinsic,tp1_hit,3.61,-30.0,0.0,1.0,10.32,1.94,9.87,3.93,intrinsic,96.5,partial,قيمة ذاتية بدون حالة انتهاء
2026-08-06,NVDA,CALL,21,88,$217.90,217.9,215.24,222.22,228.43,236.19,2026-08-07,2.58,217.5,0.365,1.0,,,,,,,,,,,,,,,,,,,,True,2026-08-06,2026-08-07,222.22,4.72,intrinsic,tp1_hit,1.98,82.95,0.0,1.0,3.15,0.41,2.78,6.46,intrinsic,150.39,partial,قيمة ذاتية بدون حالة انتهاء
2026-08-07,SPY,CALL,17,74,$773.26,770.07,767.79,776.85,784.16,793.29,2026-08-14,2.51,778.0,0.1242,4.0,WAIT_HOT,False,94.0,FIRE,2026-08-10 04:11 UTC,,,,,,,,,,,,True,2026-08-07T19:36:03Z,WAIT_HOT,True,2026-08-07,2026-08-13,776.85,1.58,market,tp1_hit,0.88,-37.05,0.0,6.0,1.21,0.11,0.81,0.01,market,-99.6,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-07,GDX,CALL,23,94,89.89,88.61,87.74,90.8,93.57,97.04,2026-08-14,2.15,90.0,0.5249,4.0,WAIT_HOT,True,99.0,FIRE,2026-08-10 04:11 UTC,,,,,,,,,,,,,,,True,2026-08-07,2026-08-10,87.74,2.28,market,stop_hit,-0.98,6.05,0.0,3.0,2.47,1.33,1.53,0.06,market,-97.21,unreliable,تناقض Stop مع ربح عقد (إغلاق يومي مضلل)
2026-08-10,CCL,CALL,13,61,28.22,28.22,27.96,28.58,28.94,29.45,2026-08-14,1.25,28.0,0.0,4.0,WAIT_HOT,False,94.0,FIRE,2026-08-10 13:38 UTC,,,,,,,,,,,,,,,True,2026-08-10,2026-08-10,27.96,0.39,market,stop_hit,-0.92,-68.8,0.0,0.0,0.96,1.84,-0.35,0.09,market,-92.8,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-10,SPCH,CALL,15,62,8.16,8.16,7.88,8.56,8.96,9.7,2026-08-14,1.05,8.0,2.5898,4.0,BUY,False,88.0,HOT,2026-08-10 15:20 UTC,,,,,,,,,,,,True,2026-08-10T15:20:41Z,BUY,True,2026-08-10,2026-08-10,8.56,1.23,market,tp1_hit,4.9,17.14,0.0,0.0,10.91,2.94,10.29,0.9,market,-14.29,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-10,MP,CALL,18,78,54.47,53.38,52.18,55.67,58.23,61.43,2026-08-14,2.4,54.0,0.8701,4.0,WAIT_HOT,True,99.0,FIRE,2026-08-10 15:46 UTC,,,,,,,,,,,,True,2026-08-10T15:47:29Z,WAIT_HOT,True,2026-08-10,2026-08-12,55.67,1.19,market,tp1_hit,4.29,-50.42,0.0,2.0,4.87,1.35,10.04,5.05,market,110.42,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-10,MP,CALL,22,91,54.58,53.49,52.18,55.67,58.23,61.43,2026-08-14,1.91,55.0,0.8232,4.0,WAIT_HOT,True,99.0,FIRE,2026-08-10 16:37 UTC,,,,,,,,,,,,True,2026-08-10T16:37:56Z,WAIT_HOT,True,2026-08-10,2026-08-12,55.67,0.79,market,tp1_hit,4.08,-58.64,0.0,2.0,4.66,1.55,9.81,4.1,market,114.66,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-10,ABNB,CALL,18,75,184.7,181.01,176.46,185.99,191.18,197.67,2026-08-14,2.65,185.0,0.3416,4.0,WAIT_HOT,True,96.0,FIRE,2026-08-10 23:39 UTC,,,,,,,,,,,,,,,True,2026-08-10,2026-08-11,185.99,2.45,market,tp1_hit,2.75,-7.55,0.0,1.0,3.38,1.98,1.68,0.09,market,-96.6,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,SPY,CALL,16,71,$773.26,773.26,768.3,776.85,783.84,792.57,2026-08-14,2.57,776.0,0.0078,3.0,WAIT_HOT,False,84.0,HOT,2026-08-11 13:36 UTC,,,,,,,,,,,,,,,True,2026-08-11,2026-08-13,776.85,2.84,market,tp1_hit,0.46,10.51,0.0,2.0,0.79,0.53,0.4,0.08,market,-96.89,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,UGL,CALL,13,61,51.98,51.09,50.08,53.79,55.24,57.05,2026-08-21,1.9,52.0,0.0078,10.0,WAIT_HOT,True,93.0,FIRE,2026-08-11 13:28 UTC,,,,,,,,,,,,,,,True,2026-08-11,,,,,open,,,0.0,6.0,3.62,0.92,,1.2,market,-36.84,open,صفقة مفتوحة — خارج نسب الإغلاق
2026-08-11,NVDA,CALL,21,88,$219.70,219.7,217.69,222.37,228.3,235.93,2026-08-14,2.81,220.0,0.3296,3.0,BUY,False,99.0,FIRE,2026-08-11 15:05 UTC,,,,,,,,,,,,True,2026-08-11T15:06:24Z,BUY,True,2026-08-11,2026-08-11,217.69,1.91,market,stop_hit,-0.91,-32.03,0.0,0.0,1.14,1.59,2.49,5.16,market,83.63,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,USAR,CALL,19,78,18.83,18.45,18.02,19.2,19.77,21.1,2026-08-14,1.14,19.0,0.0313,3.0,WAIT_HOT,True,99.0,FIRE,2026-08-11 13:36 UTC,,,,,,,,,,,,,,,True,2026-08-11,2026-08-12,18.02,0.3,market,stop_hit,-2.33,-73.68,0.0,1.0,5.18,2.71,8.4,1.0,market,-12.28,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,INTC,PUT,17,67,97.5,97.5,99.31,94.96,92.42,89.16,2026-08-14,2.45,97.0,0.6641,3.0,WAIT_HOT,False,86.0,HOT,2026-08-11 15:21 UTC,market,mid سوق (Bid/Ask) · BS≈$2.07,2.07,2.37,2.52,0.0595,1948.0,1.4,0.0,BULL,PUT مرفوض — SPY صاعد (فلتر اتجاه) — مراقبة فقط · الشروط ≈86% — جاهز لدخول يدوي عند لمس Entry (ليست BUY تلقائي),True,2026-08-11T13:59:07Z,WAIT_HOT,True,2026-08-11,2026-08-12,99.31,0.74,market,stop_hit,-1.86,-69.8,0.0,1.0,2.21,5.81,-5.13,0.01,market,-99.59,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,NBIG,CALL,20,69,13.94,13.94,12.98,15.28,16.62,18.34,2026-08-21,2.3,14.0,2.4316,10.0,WAIT_HOT,False,91.0,FIRE,2026-08-11 18:41 UTC,market,mid سوق (Bid/Ask) · BS≈$2.21,2.21,2.25,2.35,0.0426,1097.0,1.4,0.0,BULL,شروط التنفيذ شبه مكتملة لكن الاتجاه غير مؤكد — انتظر تأكيد الزخم · السعر عند/فوق Entry · الشروط ≈91% — جاهز لدخول يدوي عند Entry/تراجع (ليست BUY تلقائي؛ شبه مكتملة),True,2026-08-11T18:42:47Z,WAIT_HOT,True,2026-08-11,2026-08-12,15.28,9.5,market,tp1_hit,9.61,313.04,0.0,1.0,72.53,3.3,,12.5,market,443.48,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,KORU,CALL,17,64,17.81,17.81,17.11,18.8,19.79,21.06,2026-08-14,1.1,18.0,1.5859,3.0,WAIT_HOT,False,88.0,HOT,2026-08-11 14:17 UTC,,,,,,,,,,,,True,2026-08-11T14:18:23Z,WAIT_HOT,True,2026-08-11,2026-08-12,18.8,2.6,market,tp1_hit,5.56,136.36,0.0,1.0,14.26,3.43,21.28,3.6,market,227.27,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,INTC,PUT,14,57,97.71,97.71,99.52,95.17,92.63,89.37,2026-08-14,2.98,98.0,0.709,3.0,WAIT_HOT,False,86.0,HOT,2026-08-11 14:17 UTC,,,,,,,,,,,,True,2026-08-11T14:18:23Z,WAIT_HOT,True,2026-08-11,2026-08-12,99.52,1.01,market,stop_hit,-1.85,-66.11,0.0,1.0,2.42,5.58,-4.9,0.01,market,-99.66,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,RIOT,CALL,18,63,20.47,20.47,19.87,21.31,22.15,23.23,2026-08-14,1.21,20.5,1.4141,3.0,WAIT_HOT,False,88.0,HOT,2026-08-11 14:27 UTC,,,,,,,,,,,,True,2026-08-11T14:24:38Z,WAIT_HOT,True,2026-08-11,2026-08-13,19.87,0.07,market,stop_hit,-2.93,-94.21,0.0,2.0,15.58,6.98,-7.11,0.01,market,-99.17,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,RKLB,CALL,17,71,78.62,78.62,76.46,80.76,83.25,86.83,2026-08-14,2.77,79.0,0.9043,3.0,WAIT_HOT,False,78.0,HOT,2026-08-11 15:31 UTC,market,mid سوق (Bid/Ask) · BS≈$2.41,2.41,2.72,2.82,0.0355,963.0,1.0,0.0,BULL,انتظر تأكيد الاختراق · الشروط ≈78% — جاهز لدخول يدوي عند لمس Entry (ليست BUY تلقائي),True,2026-08-11T14:24:38Z,WAIT_HOT,True,2026-08-11,2026-08-12,80.76,3.2,market,tp1_hit,2.72,15.52,0.0,1.0,4.55,4.02,2.07,1.21,market,-56.32,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,HIMS,CALL,16,71,31.47,31.47,30.69,32.49,33.6,35.85,2026-08-14,1.23,31.5,0.9473,3.0,WAIT_HOT,False,86.0,HOT,2026-08-11 15:21 UTC,market,mid سوق (Bid/Ask) · BS≈$1.07,1.07,1.16,1.3,0.1077,3429.0,1.3,0.0,BULL,سبريد مرتفع (10.8%) — الحد 10% · الشروط ≈86% — جاهز لدخول يدوي عند لمس Entry (ليست BUY تلقائي),True,2026-08-11T14:24:39Z,WAIT_HOT,True,2026-08-11,2026-08-12,30.69,0.27,market,stop_hit,-2.48,-78.05,0.0,1.0,1.02,7.05,-10.55,0.02,market,-98.37,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,HIMS,CALL,14,64,31.16,31.16,30.43,32.18,33.2,34.52,2026-08-14,1.35,31.0,0.877,3.0,BUY,False,99.0,FIRE,2026-08-11 14:27 UTC,,,,,,,,,,,,True,2026-08-11T14:28:14Z,BUY,True,2026-08-11,2026-08-12,30.43,0.41,market,stop_hit,-2.34,-69.63,0.0,1.0,2.02,6.13,-9.66,0.01,market,-99.26,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,AMZN,CALL,21,88,$274.49,274.49,271.95,278.05,281.61,287.2,2026-08-14,2.94,275.0,0.28,3.0,BUY,False,99.0,FIRE,2026-08-11 14:52 UTC,,,,,,,,,,,,True,2026-08-11T14:52:47Z,BUY,True,2026-08-11,2026-08-12,271.95,0.43,market,stop_hit,-0.93,-85.37,0.0,1.0,1.58,2.69,-4.31,0.01,market,-99.66,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,RIOT,CALL,21,73,20.11,20.11,19.51,20.95,21.79,22.87,2026-08-14,1.04,20.0,1.1875,3.0,WAIT_HOT,False,91.0,FIRE,2026-08-11 15:21 UTC,market,mid سوق (Bid/Ask) · BS≈$0.92,0.92,1.01,1.07,0.0561,4063.0,1.4,0.0,BULL,شروط التنفيذ شبه مكتملة لكن الاتجاه غير مؤكد — انتظر تأكيد الزخم · السعر عند/فوق Entry · الشروط ≈91% — جاهز لدخول يدوي عند Entry/تراجع (ليست BUY تلقائي؛ شبه مكتملة),True,2026-08-11T14:52:48Z,WAIT_HOT,True,2026-08-11,2026-08-12,20.95,0.77,market,tp1_hit,4.18,-25.96,0.0,1.0,17.65,3.83,-5.45,0.03,market,-97.12,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,RKLB,CALL,16,68,80.27,80.27,78.74,82.41,84.55,87.3,2026-08-14,2.7,80.0,0.8154,3.0,WAIT_HOT,False,88.0,HOT,2026-08-11 14:58 UTC,,,,,,,,,,,,True,2026-08-11T14:59:12Z,WAIT_HOT,True,2026-08-11,2026-08-12,78.74,2.83,market,stop_hit,-1.91,4.81,0.0,1.0,2.4,5.99,-0.02,0.2,market,-92.59,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,UPWK,PUT,17,62,8.76,8.76,9.01,8.57,7.9,7.37,2026-08-21,1.25,10.0,0.668,10.0,WAIT_HOT,False,76.0,HOT,2026-08-11 15:31 UTC,market,mid سوق (Bid/Ask) · BS≈$1.29,1.29,1.2,1.3,0.0769,7271.0,0.8,0.0,BULL,PUT مرفوض — SPY صاعد (فلتر اتجاه) — مراقبة فقط · الشروط ≈76% — جاهز لدخول يدوي عند لمس Entry (ليست BUY تلقائي),True,2026-08-11T15:32:36Z,WAIT_HOT,True,2026-08-11,2026-08-12,8.57,1.7,market,tp1_hit,2.17,36.0,0.0,1.0,9.82,2.28,,1.71,market,36.8,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,CCXI,CALL,20,84,16.97,16.63,16.17,17.59,18.61,19.88,2026-08-21,1.35,17.5,1.3262,10.0,WAIT_HOT,True,99.0,FIRE,2026-08-11 15:45 UTC,market,mid سوق (Bid/Ask) · BS≈$1.27,1.27,1.3,1.4,0.0714,7724.0,0.8,2.04,BULL,مطاردة >0.8% — السعر تجاوز Entry ($16.63) وR:R الحي 1:0.8 — ادخل عند رجوع Entry · مطاردة 2.0% — الشروط ≈99% · زخم قوي محتمل (مجال TP2 R:R حي 1:2.1) — جاهز لدخول يدوي عند رجوع Entry (ليست BUY تلقائي),True,2026-08-11T15:46:36Z,WAIT_HOT,True,2026-08-11,2026-08-12,16.17,0.9,market,stop_hit,-2.77,-33.33,0.0,1.0,5.77,3.67,,1.5,market,11.11,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,NVDA,CALL,21,88,$217.35,217.35,215.25,222.2,228.35,236.04,2026-08-14,2.74,217.5,0.3137,3.0,BUY,False,99.0,FIRE,2026-08-11 17:37 UTC,market,mid سوق (Bid/Ask) · BS≈$2.44,2.44,2.73,2.75,0.0073,4415.0,2.3,0.0,BULL,Entry تحقق + الاتجاه والزخم مناسبان,True,2026-08-11T17:37:57Z,BUY,True,2026-08-11,2026-08-12,222.2,7.28,market,tp1_hit,2.23,165.69,0.0,1.0,3.57,0.53,3.59,7.6,market,177.37,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,SPY,CALL,18,78,$770.91,767.91,765.66,773.41,777.01,785.85,2026-08-14,2.48,773.0,0.1055,3.0,WAIT_HOT,False,99.0,FIRE,2026-08-11 19:37 UTC,market,mid سوق (Bid/Ask) · BS≈$2.15,2.15,2.47,2.48,0.004,4906.0,0.5,0.0,BULL,R:R الحي 1:0.5 ضعيف — انتظر رجوع قرب Entry · الشروط ≈99% — جاهز لدخول يدوي عند Entry/تراجع (ليست BUY تلقائي؛ شبه مكتملة),True,2026-08-11T17:37:57Z,WAIT_HOT,True,2026-08-11,2026-08-12,773.41,2.45,market,tp1_hit,0.72,-1.21,0.0,1.0,0.91,0.0,1.1,2.86,market,15.32,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-11,EVC,PUT,18,63,9.23,9.41,10.72,8.6,7.94,7.11,2026-08-21,1.07,10.0,0.9258,10.0,WAIT_HOT,True,82.0,HOT,2026-08-11 20:50 UTC,market,mid سوق (Bid/Ask) · BS≈$1.04,1.04,1.0,1.15,0.1304,1872.0,0.4,1.91,BULL,PUT مرفوض — SPY صاعد (فلتر اتجاه) — مراقبة فقط · مطاردة 1.9% — الشروط ≈82% · زخم قوي محتمل (مجال TP2 R:R حي 1:0.9) — جاهز لدخول يدوي عند رجوع Entry (ليست BUY تلقائي),True,2026-08-11T17:37:58Z,WAIT_HOT,True,2026-08-11,2026-08-17,8.6,1.02,market,tp1_hit,8.61,-4.67,0.0,6.0,9.14,12.65,,1.02,market,-4.67,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-12,NVDA,CALL,26,94,$223.64,221.05,219.11,224.76,230.97,238.73,2026-08-14,2.79,222.5,0.2788,2.0,WAIT_HOT,True,99.0,FIRE,2026-08-12 14:23 UTC,market,mid سوق (Bid/Ask) · BS≈$2.50,2.5,2.77,2.8,0.0107,13970.0,0.2,1.17,BULL,مطاردة >0.8% — السعر تجاوز Entry ($221.05) وR:R الحي 1:0.2 — ادخل عند رجوع Entry · مطاردة خفيفة 1.2% — الشروط ≈99% · زخم قوي محتمل (مجال TP2 R:R حي 1:1.6) — جاهز لدخول يدوي عند رجوع Entry (ليست BUY تلقائي),True,2026-08-12T13:49:54Z,WAIT_HOT,True,2026-08-12,2026-08-13,224.76,3.47,market,tp1_hit,1.68,24.37,0.0,1.0,2.8,0.38,1.86,2.39,market,-14.34,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-12,DRAM,CALL,18,75,55.0,55.0,53.61,56.39,58.66,62.64,2026-08-14,1.17,55.0,0.0,1.0,WAIT_HOT,False,84.0,HOT,2026-08-13 13:40 UTC,estimate,Bid/Ask صفر — تقدير من Last فقط,0.46,1.13,1.21,0.0661,8092.0,1.0,0.0,BULL,سعر عقد (estimate) — Bid/Ask صفر — تقدير من Last فقط · الشروط ≈84% — جاهز لدخول يدوي عند لمس Entry (ليست BUY تلقائي),True,2026-08-12T13:49:55Z,WAIT_HOT,True,2026-08-12,2026-08-13,56.39,2.24,market,tp1_hit,2.53,91.45,0.0,1.0,5.78,2.09,4.22,2.3,market,96.58,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-12,INTC,CALL,19,78,102.22,102.22,100.39,104.77,107.32,113.63,2026-08-14,2.55,102.0,0.6646,2.0,BUY,False,99.0,FIRE,2026-08-12 13:52 UTC,market,mid سوق (Bid/Ask) · BS≈$2.13,2.13,2.5,2.6,0.0385,2855.0,1.4,0.0,BULL,Entry تحقق + اختراق قوي رغم الاتجاه المختلط,True,2026-08-12T13:52:41Z,BUY,True,2026-08-12,2026-08-13,100.39,3.2,market,stop_hit,-1.79,25.49,0.0,1.0,5.23,2.05,0.27,0.56,market,-78.04,unreliable,تناقض Stop مع ربح عقد (إغلاق يومي مضلل)
2026-08-12,SMCI,CALL,20,81,36.96,36.22,33.58,37.17,39.09,41.48,2026-08-14,1.11,37.0,0.8418,2.0,WAIT_HOT,True,99.0,FIRE,2026-08-12 13:52 UTC,market,mid سوق (Bid/Ask) · BS≈$0.90,0.9,1.07,1.15,0.0696,5139.0,0.1,2.04,BULL,مطاردة >0.8% — السعر تجاوز Entry ($36.22) وR:R الحي 1:0.1 — ادخل عند رجوع Entry · مطاردة 2.0% — الشروط ≈99% · زخم قوي محتمل (مجال TP2 R:R حي 1:0.6) — جاهز لدخول يدوي عند رجوع Entry (ليست BUY تلقائي),True,2026-08-12T13:52:41Z,WAIT_HOT,True,2026-08-12,2026-08-12,37.17,1.37,market,tp1_hit,2.62,23.42,0.0,0.0,5.33,6.29,9.99,2.72,market,145.05,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-12,TQQQ,CALL,14,64,75.34,75.34,74.04,76.71,78.82,82.73,2026-08-14,1.06,75.5,0.4815,2.0,WAIT_HOT,False,76.0,HOT,2026-08-12 13:52 UTC,market,mid سوق (Bid/Ask) · BS≈$1.00,1.0,0.99,1.12,0.1161,1018.0,1.1,0.0,BULL,سبريد مرتفع (11.6%) — الحد 10% · الشروط ≈76% — جاهز لدخول يدوي عند لمس Entry (ليست BUY تلقائي),True,2026-08-12T13:52:42Z,WAIT_HOT,True,2026-08-12,2026-08-13,76.71,1.92,market,tp1_hit,1.82,81.13,0.0,1.0,3.23,1.27,1.92,1.14,market,7.55,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
